[2023-02-21T09:11:57.414] [INFO] access - path:/api/log/login/list?pageNum=1&pageSize=10&userName=&realName=&startTime=&endTime= | method:GET | ua:apifox/1.0.0 (https://www.apifox.cn)
[2023-02-21T10:34:27.339] [INFO] access - path:/api/log/operation/list?pageSize=10&pageNum=2&total=16&page=1 | method:GET | ua:Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36
[2023-02-21T10:34:29.541] [INFO] access - path:/api/log/operation/delete/50 | method:DELETE | ua:Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36
[2023-02-21T10:34:29.594] [INFO] access - path:/api/log/operation/list?pageSize=10&pageNum=2&total=16&page=1 | method:GET | ua:Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36
[2023-02-21T10:35:23.719] [INFO] access - path:/api/log/operation/delete/51 | method:DELETE | ua:Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36
[2023-02-21T10:35:23.790] [INFO] access - path:/api/log/operation/list?pageSize=10&pageNum=2&total=16&page=1 | method:GET | ua:Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36
[2023-02-21T10:36:01.587] [INFO] access - path:/api/log/operation/delete/52 | method:DELETE | ua:Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36
[2023-02-21T10:36:01.660] [INFO] access - path:/api/log/operation/list?pageSize=10&pageNum=2&total=16&page=1 | method:GET | ua:Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36
[2023-02-21T10:38:31.040] [INFO] access - path:/api/log/operation/delete/48 | method:DELETE | ua:Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36
[2023-02-21T10:38:31.109] [INFO] access - path:/api/log/operation/list?pageSize=10&pageNum=2&total=16&page=1 | method:GET | ua:Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36
[2023-02-21T10:38:51.349] [INFO] access - path:/api/system/menu/tree | method:GET | ua:Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36
[2023-02-21T10:39:41.006] [INFO] access - path:/api/system/menu/update | method:PUT | ua:Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36
[2023-02-21T10:39:41.147] [INFO] access - path:/api/system/menu/tree | method:GET | ua:Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36
[2023-02-21T10:39:47.561] [INFO] access - path:/api/system/menu/update | method:PUT | ua:Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36
[2023-02-21T10:39:47.673] [INFO] access - path:/api/system/menu/tree | method:GET | ua:Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36
[2023-02-21T10:40:24.611] [INFO] access - path:/api/log/operation/list?pageSize=10&pageNum=1&total=0&page=1 | method:GET | ua:Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36
[2023-02-21T10:40:39.055] [INFO] access - path:/api/system/user/login | method:POST | ua:Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36
[2023-02-21T10:40:39.477] [INFO] access - path:/api/system/user/info | method:GET | ua:Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36
[2023-02-21T10:40:39.483] [INFO] access - path:/api/system/user/menu | method:GET | ua:Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36
[2023-02-21T10:40:43.911] [INFO] access - path:/api/system/menu/tree | method:GET | ua:Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36
[2023-02-21T10:40:45.243] [INFO] access - path:/api/log/operation/list?pageSize=10&pageNum=1&total=0&page=1 | method:GET | ua:Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36
[2023-02-21T10:40:47.529] [INFO] access - path:/api/log/login/list?pageSize=10&pageNum=1&total=0&page=1 | method:GET | ua:Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36
[2023-02-21T10:40:50.918] [INFO] access - path:/api/system/role/list?pageSize=10&pageNum=1&total=0&page=1 | method:GET | ua:Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36
[2023-02-21T10:40:50.919] [INFO] access - path:/api/system/menu/tree | method:GET | ua:Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36
[2023-02-21T10:40:59.433] [INFO] access - path:/api/system/dept/tree | method:GET | ua:Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36
[2023-02-21T10:40:59.434] [INFO] access - path:/api/system/role/all | method:GET | ua:Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36
[2023-02-21T10:40:59.435] [INFO] access - path:/api/system/user/list?pageSize=10&pageNum=1&total=0&page=1 | method:GET | ua:Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36
[2023-02-21T10:41:00.948] [INFO] access - path:/api/system/menu/tree | method:GET | ua:Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36
[2023-02-21T10:41:02.297] [INFO] access - path:/api/log/operation/list?pageSize=10&pageNum=1&total=0&page=1 | method:GET | ua:Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36
[2023-02-21T10:41:10.591] [INFO] access - path:/api/log/operation/list?pageSize=10&pageNum=2&total=18&page=1 | method:GET | ua:Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36
[2023-02-21T10:41:12.735] [INFO] access - path:/api/log/operation/list?pageSize=10&pageNum=1&total=18&page=1 | method:GET | ua:Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36
[2023-02-21T10:41:13.711] [INFO] access - path:/api/log/operation/list?pageSize=10&pageNum=2&total=18&page=1 | method:GET | ua:Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36
[2023-02-21T10:41:17.599] [INFO] access - path:/api/system/menu/tree | method:GET | ua:Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36
[2023-02-21T10:41:32.668] [INFO] access - path:/api/system/menu/update | method:PUT | ua:Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36
[2023-02-21T10:41:32.817] [INFO] access - path:/api/system/menu/tree | method:GET | ua:Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36
[2023-02-21T10:41:44.792] [INFO] access - path:/api/system/menu/tree | method:GET | ua:Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36
[2023-02-21T10:41:53.316] [INFO] access - path:/api/system/user/login | method:POST | ua:Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36
[2023-02-21T10:41:53.353] [INFO] access - path:/api/system/user/info | method:GET | ua:Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36
[2023-02-21T10:41:53.357] [INFO] access - path:/api/system/user/menu | method:GET | ua:Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36
[2023-02-21T10:41:56.218] [INFO] access - path:/api/log/operation/list?pageSize=10&pageNum=1&total=0&page=1 | method:GET | ua:Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36
[2023-02-21T10:42:33.362] [INFO] access - path:/api/log/operation/delete/41,42,43 | method:DELETE | ua:Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36
[2023-02-21T10:42:33.412] [INFO] access - path:/api/log/operation/list?pageSize=10&pageNum=1&total=19&page=1 | method:GET | ua:Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36
[2023-02-21T10:42:36.141] [INFO] access - path:/api/log/operation/list?pageSize=10&pageNum=2&total=17&page=1 | method:GET | ua:Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36
[2023-02-21T10:43:41.746] [INFO] access - path:/api/log/operation/list?pageSize=10&pageNum=2&total=17&page=1 | method:GET | ua:Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36
[2023-02-21T10:45:42.052] [INFO] access - path:/api/log/login/list?pageSize=10&pageNum=1&total=0&page=1 | method:GET | ua:Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36
[2023-02-21T10:45:43.697] [INFO] access - path:/api/log/operation/list?pageSize=10&pageNum=1&total=0&page=1 | method:GET | ua:Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36
[2023-02-21T10:45:44.761] [INFO] access - path:/api/log/login/list?pageSize=10&pageNum=1&total=0&page=1 | method:GET | ua:Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36
[2023-02-21T10:45:47.199] [INFO] access - path:/api/log/operation/list?pageSize=10&pageNum=1&total=0&page=1 | method:GET | ua:Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36
[2023-02-21T11:36:41.951] [INFO] access - path:/api/log/operation/list?pageSize=10&pageNum=1&total=0&page=1 | method:GET | ua:Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36
[2023-02-21T13:13:15.447] [INFO] access - path:/api/log/operation/list?pageSize=10&pageNum=1&total=0&page=1 | method:GET | ua:Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36
[2023-02-21T13:17:52.217] [INFO] access - path:/api/log/operation/list?pageSize=10&pageNum=1&total=0&page=1 | method:GET | ua:Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36
[2023-02-21T13:17:54.254] [INFO] access - path:/api/log/operation/list?pageSize=10&pageNum=1&total=17&page=1 | method:GET | ua:Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36
[2023-02-21T13:17:56.930] [INFO] access - path:/api/log/operation/list?pageSize=10&pageNum=2&total=17&page=1 | method:GET | ua:Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36
[2023-02-21T13:17:59.199] [INFO] access - path:/api/log/operation/delete/58 | method:DELETE | ua:Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36
[2023-02-21T13:17:59.251] [INFO] access - path:/api/log/operation/list?pageSize=10&pageNum=2&total=17&page=1 | method:GET | ua:Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36
[2023-02-21T13:18:02.188] [INFO] access - path:/api/log/operation/delete/59 | method:DELETE | ua:Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36
[2023-02-21T13:18:02.226] [INFO] access - path:/api/log/operation/list?pageSize=10&pageNum=2&total=17&page=1 | method:GET | ua:Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36
[2023-02-21T13:18:09.125] [INFO] access - path:/api/log/operation/delete/60 | method:DELETE | ua:Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36
[2023-02-21T13:18:09.152] [INFO] access - path:/api/log/operation/list?pageSize=10&pageNum=2&total=17&page=1 | method:GET | ua:Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36
[2023-02-21T14:07:15.109] [INFO] access - path:/api/log/operation/list?pageSize=10&pageNum=1&total=0&page=1 | method:GET | ua:Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36
[2023-02-21T14:07:17.554] [INFO] access - path:/api/log/operation/list?pageSize=10&pageNum=2&total=17&page=1 | method:GET | ua:Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36
[2023-02-21T14:07:19.592] [INFO] access - path:/api/log/operation/delete/61 | method:DELETE | ua:Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36
[2023-02-21T14:07:19.643] [INFO] access - path:/api/log/operation/list?pageSize=10&pageNum=2&total=17&page=1 | method:GET | ua:Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36
[2023-02-21T14:30:52.348] [INFO] access - path:/api/log/operation/list?pageSize=10&pageNum=1&total=0&page=1 | method:GET | ua:Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36
[2023-02-21T14:30:59.391] [INFO] access - path:/api/log/operation/list?pageSize=10&pageNum=1&total=0&page=1 | method:GET | ua:Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36
[2023-02-21T14:31:00.291] [INFO] access - path:/api/log/operation/list?pageSize=10&pageNum=1&total=0&page=1 | method:GET | ua:Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36
[2023-02-21T14:33:17.784] [INFO] access - path:/api/log/operation/list?pageSize=10&pageNum=1&total=0&page=1 | method:GET | ua:Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36
[2023-02-21T14:33:52.475] [INFO] access - path:/api/log/operation/list?pageSize=10&pageNum=1&total=0&page=1 | method:GET | ua:Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36
[2023-02-21T14:37:10.228] [INFO] access - path:/api/log/operation/list?pageSize=10&pageNum=1&total=0&page=1 | method:GET | ua:Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36
[2023-02-21T14:37:12.244] [INFO] access - path:/api/log/operation/list?pageSize=10&pageNum=2&total=17&page=1 | method:GET | ua:Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36
[2023-02-21T14:37:14.262] [INFO] access - path:/api/log/operation/delete/62 | method:DELETE | ua:Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36
[2023-02-21T14:37:14.315] [INFO] access - path:/api/log/operation/list?pageSize=10&pageNum=2&total=17&page=1 | method:GET | ua:Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36
[2023-02-21T14:57:22.814] [INFO] access - path:/api/system/dept/tree | method:GET | ua:Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36
[2023-02-21T14:57:22.818] [INFO] access - path:/api/system/role/all | method:GET | ua:Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36
[2023-02-21T14:57:22.819] [INFO] access - path:/api/system/user/list?pageSize=10&pageNum=1&total=0&page=1 | method:GET | ua:Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36
[2023-02-21T15:08:17.698] [INFO] access - path:/api/system/user/create | method:POST | ua:Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36
[2023-02-21T15:08:17.871] [INFO] access - path:/api/system/user/list?pageSize=10&pageNum=1&total=2&page=1 | method:GET | ua:Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36
[2023-02-21T15:08:21.366] [INFO] access - path:/api/log/operation/list?pageSize=10&pageNum=1&total=0&page=1 | method:GET | ua:Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36
[2023-02-21T15:08:22.890] [INFO] access - path:/api/log/operation/list?pageSize=10&pageNum=2&total=18&page=1 | method:GET | ua:Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36
[2023-02-21T15:08:32.016] [INFO] access - path:/api/system/dept/tree | method:GET | ua:Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36
[2023-02-21T15:08:32.018] [INFO] access - path:/api/system/role/all | method:GET | ua:Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36
[2023-02-21T15:08:32.019] [INFO] access - path:/api/system/user/list?pageSize=10&pageNum=1&total=0&page=1 | method:GET | ua:Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36
[2023-02-21T15:09:48.766] [INFO] access - path:/api/system/user/create | method:POST | ua:Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36
[2023-02-21T15:09:48.857] [INFO] access - path:/api/system/user/list?pageSize=10&pageNum=1&total=3&page=1 | method:GET | ua:Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36
[2023-02-21T15:12:27.219] [INFO] access - path:/api/system/user/password/reset | method:PUT | ua:apifox/1.0.0 (https://www.apifox.cn)
[2023-02-21T15:12:52.137] [INFO] access - path:/api/system/user/password/reset | method:PUT | ua:apifox/1.0.0 (https://www.apifox.cn)
[2023-02-21T15:13:57.890] [INFO] access - path:/api/system/user/password/reset | method:PUT | ua:apifox/1.0.0 (https://www.apifox.cn)
[2023-02-21T15:14:20.362] [INFO] access - path:/api/system/user/password/reset | method:PUT | ua:apifox/1.0.0 (https://www.apifox.cn)
[2023-02-21T15:14:44.303] [INFO] access - path:/api/system/user/password/reset | method:PUT | ua:apifox/1.0.0 (https://www.apifox.cn)
[2023-02-21T15:15:12.674] [INFO] access - path:/api/system/user/password/reset | method:PUT | ua:apifox/1.0.0 (https://www.apifox.cn)
[2023-02-21T15:15:43.339] [INFO] access - path:/api/system/user/password/reset | method:PUT | ua:apifox/1.0.0 (https://www.apifox.cn)
[2023-02-21T15:16:28.586] [INFO] access - path:/api/system/user/password/reset | method:PUT | ua:apifox/1.0.0 (https://www.apifox.cn)
[2023-02-21T15:17:23.382] [INFO] access - path:/api/system/user/password/reset | method:PUT | ua:apifox/1.0.0 (https://www.apifox.cn)
[2023-02-21T15:18:49.719] [INFO] access - path:/api/system/user/password/reset | method:PUT | ua:apifox/1.0.0 (https://www.apifox.cn)
[2023-02-21T15:19:10.054] [INFO] access - path:/api/system/user/password/reset | method:PUT | ua:apifox/1.0.0 (https://www.apifox.cn)
[2023-02-21T15:19:32.976] [INFO] access - path:/api/system/user/password/reset | method:PUT | ua:apifox/1.0.0 (https://www.apifox.cn)
[2023-02-21T15:19:37.255] [INFO] access - path:/api/system/user/password/reset | method:PUT | ua:apifox/1.0.0 (https://www.apifox.cn)
[2023-02-21T15:19:45.367] [INFO] access - path:/api/log/operation/list?pageSize=10&pageNum=1&total=0&page=1 | method:GET | ua:Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36
[2023-02-21T15:19:46.601] [INFO] access - path:/api/log/operation/list?pageSize=10&pageNum=3&total=23&page=1 | method:GET | ua:Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36
[2023-02-21T15:20:31.289] [INFO] access - path:/api/system/user/password/reset | method:PUT | ua:apifox/1.0.0 (https://www.apifox.cn)
[2023-02-21T15:26:13.569] [INFO] access - path:/api/system/user/password/update | method:PUT | ua:apifox/1.0.0 (https://www.apifox.cn)
[2023-02-21T15:26:41.803] [INFO] access - path:/api/system/user/password/update | method:PUT | ua:apifox/1.0.0 (https://www.apifox.cn)
[2023-02-21T15:27:04.090] [INFO] access - path:/api/system/user/password/update | method:PUT | ua:apifox/1.0.0 (https://www.apifox.cn)
[2023-02-21T15:27:06.881] [INFO] access - path:/api/system/user/password/update | method:PUT | ua:apifox/1.0.0 (https://www.apifox.cn)
[2023-02-21T15:28:43.487] [INFO] access - path:/api/system/user/password/update | method:PUT | ua:apifox/1.0.0 (https://www.apifox.cn)
[2023-02-21T15:29:33.709] [INFO] access - path:/api/system/user/password/update | method:PUT | ua:apifox/1.0.0 (https://www.apifox.cn)
[2023-02-21T15:30:16.651] [INFO] access - path:/api/system/user/password/update | method:PUT | ua:apifox/1.0.0 (https://www.apifox.cn)
[2023-02-21T15:30:23.117] [INFO] access - path:/api/system/user/password/update | method:PUT | ua:apifox/1.0.0 (https://www.apifox.cn)
[2023-02-21T15:30:34.185] [INFO] access - path:/api/system/user/password/update | method:PUT | ua:apifox/1.0.0 (https://www.apifox.cn)
[2023-02-21T15:31:16.301] [INFO] access - path:/api/system/user/password/update | method:PUT | ua:apifox/1.0.0 (https://www.apifox.cn)
[2023-02-21T15:31:34.956] [INFO] access - path:/api/system/user/password/update | method:PUT | ua:apifox/1.0.0 (https://www.apifox.cn)
[2023-02-21T15:31:42.530] [INFO] access - path:/api/system/dept/tree | method:GET | ua:Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36
[2023-02-21T15:31:42.533] [INFO] access - path:/api/system/role/all | method:GET | ua:Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36
[2023-02-21T15:31:42.534] [INFO] access - path:/api/system/user/list?pageSize=10&pageNum=1&total=0&page=1 | method:GET | ua:Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36
[2023-02-21T15:31:43.617] [INFO] access - path:/api/log/operation/list?pageSize=10&pageNum=1&total=0&page=1 | method:GET | ua:Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36
[2023-02-21T15:31:45.148] [INFO] access - path:/api/log/operation/list?pageSize=10&pageNum=3&total=26&page=1 | method:GET | ua:Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36
[2023-02-21T15:32:03.882] [INFO] access - path:/api/system/user/login | method:POST | ua:Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36
[2023-02-21T15:32:03.920] [INFO] access - path:/api/system/user/info | method:GET | ua:Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36
[2023-02-21T15:32:03.928] [INFO] access - path:/api/system/user/menu | method:GET | ua:Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36
[2023-02-21T15:32:09.312] [INFO] access - path:/api/log/operation/list?pageSize=10&pageNum=1&total=0&page=1 | method:GET | ua:Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36
